# 296
  -10.000000000000000       -4.9999999999722240     
  -9.7979797979797976       -4.9999999999245048     
  -9.5959595959595951       -4.9999999997989493     
  -9.3939393939393945       -4.9999999994753956     
  -9.1919191919191920       -4.9999999986587946     
  -8.9898989898989896       -4.9999999966403328     
  -8.7878787878787872       -4.9999999917541533     
  -8.5858585858585865       -4.9999999801704922     
  -8.3838383838383841       -4.9999999532774693     
  -8.1818181818181817       -4.9999998921354978     
  -7.9797979797979792       -4.9999997560119942     
  -7.7777777777777777       -4.9999994592504526     
  -7.5757575757575752       -4.9999988257472046     
  -7.3737373737373737       -4.9999975015837670     
  -7.1717171717171713       -4.9999947915831564     
  -6.9696969696969697       -4.9999893614012780     
  -6.7676767676767673       -4.9999787087640426     
  -6.5656565656565657       -4.9999582501355748     
  -6.3636363636363633       -4.9999197865829013     
  -6.1616161616161618       -4.9998490000798883     
  -5.9595959595959593       -4.9997214878352034     
  -5.7575757575757578       -4.9994966739919624     
  -5.5555555555555554       -4.9991087648088159     
  -5.3535353535353538       -4.9984537737820247     
  -5.1515151515151514       -4.9973715998043744     
  -4.9494949494949498       -4.9956222828242316     
  -4.7474747474747474       -4.9928559964530734     
  -4.5454545454545450       -4.9885771789217088     
  -4.3434343434343434       -4.9821045411413918     
  -4.1414141414141410       -4.9725305442643482     
  -3.9393939393939390       -4.9586862114638208     
  -3.7373737373737370       -4.9391195657544449     
  -3.5353535353535350       -4.9120981101413959     
  -3.3333333333333330       -4.8756469519557672     
  -3.1313131313131310       -4.8276336802683870     
  -2.9292929292929291       -4.7659082358106053     
  -2.7272727272727271       -4.6885003149004332     
  -2.5252525252525251       -4.5938683449865874     
  -2.3232323232323231       -4.4811834499268297     
  -2.1212121212121211       -4.3506205310545223     
  -1.9191919191919189       -4.2036187297704766     
  -1.7171717171717169       -4.0430675699245517     
  -1.5151515151515149       -3.8733753219904772     
  -1.3131313131313129       -3.7003841521057801     
  -1.1111111111111109       -3.5311126561405382     
 -0.90909090909090906       -3.3733289753003231     
 -0.70707070707070707       -3.2349836843081530     
 -0.50505050505050508       -3.1235565985071010     
 -0.30303030303030298       -3.0453906755610238     
 -0.10101010101010099       -3.0050950194043549     
  0.10101010101010099       -3.0050950194043549     
  0.30303030303030298       -3.0453906755610238     
  0.50505050505050508       -3.1235565985071010     
  0.70707070707070707       -3.2349836843081530     
  0.90909090909090906       -3.3733289753003231     
   1.1111111111111109       -3.5311126561405382     
   1.3131313131313129       -3.7003841521057801     
   1.5151515151515149       -3.8733753219904772     
